x,suppression_factor
2.400000000000000000e+02,2.147917803890045434e+03
2.405000000000000000e+02,2.186520101843646898e+03
2.410000000000000000e+02,2.225816140169456958e+03
2.415000000000000000e+02,2.265818424091655288e+03
2.420000000000000000e+02,2.306539608203961507e+03
2.425000000000000000e+02,2.347992651256361569e+03
2.430000000000000000e+02,2.390190666785554640e+03
2.435000000000000000e+02,2.433147083515314534e+03
2.440000000000000000e+02,2.476875490569762405e+03
2.445000000000000000e+02,2.521389803690954523e+03
2.450000000000000000e+02,2.566704104838519925e+03
2.455000000000000000e+02,2.612832814435443197e+03
2.460000000000000000e+02,2.659790525150481699e+03
2.465000000000000000e+02,2.707592180390767226e+03
2.470000000000000000e+02,2.756252902056023231e+03
2.475000000000000000e+02,2.805788175504545507e+03
2.480000000000000000e+02,2.856213671060595971e+03
2.485000000000000000e+02,2.907545435688528414e+03
2.490000000000000000e+02,2.959799708026804183e+03
2.495000000000000000e+02,3.012993117013547817e+03
2.500000000000000000e+02,3.067142490212419489e+03
2.505000000000000000e+02,3.122265059641705193e+03
2.510000000000000000e+02,3.178378263148760198e+03
2.515000000000000000e+02,3.235499957703883410e+03
2.520000000000000000e+02,3.293648213571224005e+03
2.525000000000000000e+02,3.352841535338173344e+03
2.530000000000000000e+02,3.413098648621479242e+03
2.535000000000000000e+02,3.474438729112687724e+03
2.540000000000000000e+02,3.536881181548763834e+03
2.545000000000000000e+02,3.600445877064279557e+03
2.550000000000000000e+02,3.665152924146000259e+03
2.555000000000000000e+02,3.731022914593100268e+03
2.560000000000000000e+02,3.798076686164971306e+03
2.565000000000000000e+02,3.866335577461665707e+03
2.570000000000000000e+02,3.935821181963664458e+03
2.575000000000000000e+02,4.006555612156055759e+03
2.580000000000000000e+02,4.078561244648078628e+03
2.585000000000000000e+02,4.151860993876272914e+03
2.590000000000000000e+02,4.226478047980294832e+03
2.595000000000000000e+02,4.302436152432434028e+03
2.600000000000000000e+02,4.379759336334462205e+03
2.605000000000000000e+02,4.458472206333514805e+03
2.610000000000000000e+02,4.538599662992575759e+03
2.615000000000000000e+02,4.620167205365775771e+03
2.620000000000000000e+02,4.703200637082511093e+03
2.625000000000000000e+02,4.787726381968751411e+03
2.630000000000000000e+02,4.873771179471735195e+03
2.635000000000000000e+02,4.961362411727877770e+03
2.640000000000000000e+02,5.050527787941481620e+03
2.645000000000000000e+02,5.141295683314369853e+03
2.650000000000000000e+02,5.233694811977991776e+03
2.655000000000000000e+02,5.327754578214990943e+03
2.660000000000000000e+02,5.423504737529565318e+03
2.665000000000000000e+02,5.520975760606758740e+03
2.670000000000000000e+02,5.620198482090885591e+03
2.675000000000000000e+02,5.721204477744502583e+03
2.680000000000000000e+02,5.824025700489119117e+03
2.685000000000000000e+02,5.928694871242552836e+03
2.690000000000000000e+02,6.035245101759959653e+03
2.695000000000000000e+02,6.143710299645657869e+03
2.700000000000000000e+02,6.254124777515761707e+03
2.705000000000000000e+02,6.366523672698539485e+03
2.710000000000000000e+02,6.480942542222580414e+03
2.715000000000000000e+02,6.597417797738386980e+03
2.720000000000000000e+02,6.715986285818012220e+03
2.725000000000000000e+02,6.836685738649921404e+03
2.730000000000000000e+02,6.959554339117387826e+03
2.735000000000000000e+02,7.084631187838660480e+03
2.740000000000000000e+02,7.211955852472109655e+03
2.745000000000000000e+02,7.341568851694492878e+03
2.750000000000000000e+02,7.473511188160783604e+03
2.755000000000000000e+02,7.607824850034839983e+03
2.760000000000000000e+02,7.744552327011129819e+03
2.765000000000000000e+02,7.883737130034363872e+03
2.770000000000000000e+02,8.025423289768833456e+03
2.775000000000000000e+02,8.169655895166652044e+03
2.780000000000000000e+02,8.316480573748140159e+03
2.785000000000000000e+02,8.465944049702262419e+03
2.790000000000000000e+02,8.618093605318403206e+03
2.795000000000000000e+02,8.772977659327365473e+03
2.800000000000000000e+02,8.930645208800946421e+03
2.805000000000000000e+02,9.091146428467580336e+03
2.810000000000000000e+02,9.254532092371329782e+03
2.815000000000000000e+02,9.420854194922869283e+03
2.820000000000000000e+02,9.590165351583817028e+03
2.825000000000000000e+02,9.762519442441329375e+03
2.830000000000000000e+02,9.937970991157108074e+03
2.835000000000000000e+02,1.011657583188243734e+04
2.840000000000000000e+02,1.029839046568361846e+04
2.845000000000000000e+02,1.048347275164393795e+04
2.850000000000000000e+02,1.067188123994863236e+04
2.855000000000000000e+02,1.086367588805101877e+04
2.860000000000000000e+02,1.105891736957047942e+04
2.865000000000000000e+02,1.125766781643174363e+04
2.870000000000000000e+02,1.145999010269873725e+04
2.875000000000000000e+02,1.166594861362894699e+04
2.880000000000000000e+02,1.187560850353417482e+04
2.885000000000000000e+02,1.208903649272607618e+04
2.890000000000000000e+02,1.230630009846184475e+04
2.895000000000000000e+02,1.252746846079251191e+04
2.900000000000000000e+02,1.275261154561739022e+04
